market,region,date,skill_name,industry_focus,job_postings_count,graduates_with_skill,demand_index,supply_index
Canada,Ontario,2025-01-01,Cloud (Azure),Cloud,229,140,93.86,91.4
Canada,Ontario,2025-02-01,Cloud (Azure),Cloud,231,138,94.78,90.53
Canada,Ontario,2025-03-01,Cloud (Azure),Cloud,233,140,95.8,91.84
Canada,Ontario,2025-04-01,Cloud (Azure),Cloud,231,142,94.88,93.2
Canada,Ontario,2025-05-01,Cloud (Azure),Cloud,233,143,95.8,93.74
Canada,Ontario,2025-06-01,Cloud (Azure),Cloud,238,147,97.47,95.97
Canada,Ontario,2025-07-01,Cloud (Azure),Cloud,239,149,98.19,97.5
Canada,Ontario,2025-08-01,Cloud (Azure),Cloud,241,150,98.77,98.15
Canada,Ontario,2025-09-01,Cloud (Azure),Cloud,244,153,100.0,100.0
Canada,Ontario,2023-10-01,Cybersecurity,Security,168,107,80.72,77.84
Canada,Ontario,2023-11-01,Cybersecurity,Security,168,106,81.08,76.82
Canada,Ontario,2023-12-01,Cybersecurity,Security,171,105,82.52,76.34
Canada,Ontario,2024-01-01,Cybersecurity,Security,174,109,83.52,78.87
Canada,Ontario,2024-02-01,Cybersecurity,Security,175,109,84.44,78.75
Canada,Ontario,2024-03-01,Cybersecurity,Security,175,111,84.04,80.79
Canada,Ontario,2024-04-01,Cybersecurity,Security,177,113,84.96,82.3
Canada,Ontario,2024-05-01,Cybersecurity,Security,180,115,86.76,83.26
Canada,Ontario,2024-06-01,Cybersecurity,Security,182,115,87.44,83.44
Canada,Ontario,2024-07-01,Cybersecurity,Security,178,115,85.56,83.08
Canada,Ontario,2024-08-01,Cybersecurity,Security,180,116,86.44,83.99
Canada,Ontario,2024-09-01,Cybersecurity,Security,182,117,87.76,84.89
Canada,Ontario,2024-10-01,Cybersecurity,Security,185,119,88.88,86.63
Canada,Ontario,2024-11-01,Cybersecurity,Security,185,121,89.04,87.48
Canada,Ontario,2024-12-01,Cybersecurity,Security,184,123,88.52,89.46
Canada,Ontario,2025-01-01,Cybersecurity,Security,186,126,89.52,91.03
Canada,Ontario,2025-02-01,Cybersecurity,Security,191,128,91.92,93.14
Canada,Ontario,2025-03-01,Cybersecurity,Security,193,131,92.88,95.0
Canada,Ontario,2025-04-01,Cybersecurity,Security,192,133,92.6,96.57
Canada,Ontario,2025-05-01,Cybersecurity,Security,195,133,93.76,96.33
Canada,Ontario,2025-06-01,Cybersecurity,Security,200,134,96.0,96.87
Canada,Ontario,2025-07-01,Cybersecurity,Security,203,135,97.68,97.71
Canada,Ontario,2025-08-01,Cybersecurity,Security,207,138,99.68,100.12
Canada,Ontario,2025-09-01,Cybersecurity,Security,208,138,100.0,100.0
Canada,Ontario,2023-10-01,Data Privacy & Compliance,Security,89,75,79.81,93.71
Canada,Ontario,2023-11-01,Data Privacy & Compliance,Security,90,77,80.48,95.36
Canada,Ontario,2023-12-01,Data Privacy & Compliance,Security,90,77,80.92,95.46
Canada,Ontario,2024-01-01,Data Privacy & Compliance,Security,91,75,82.12,93.4
Canada,Ontario,2024-02-01,Data Privacy & Compliance,Security,92,74,82.27,92.68
Canada,Ontario,2024-03-01,Data Privacy & Compliance,Security,93,74,83.31,92.68
Canada,Ontario,2024-04-01,Data Privacy & Compliance,Security,92,75,83.08,93.09
Canada,Ontario,2024-05-01,Data Privacy & Compliance,Security,92,75,82.56,93.81
Canada,Ontario,2024-06-01,Data Privacy & Compliance,Security,92,76,82.71,94.12
Canada,Ontario,2024-07-01,Data Privacy & Compliance,Security,92,77,82.86,95.77
Canada,Ontario,2024-08-01,Data Privacy & Compliance,Security,93,78,83.53,97.11
Canada,Ontario,2024-09-01,Data Privacy & Compliance,Security,94,78,84.72,97.01
Canada,Ontario,2024-10-01,Data Privacy & Compliance,Security,96,79,86.07,98.14
Canada,Ontario,2024-11-01,Data Privacy & Compliance,Security,97,79,87.18,98.56
Canada,Ontario,2024-12-01,Data Privacy & Compliance,Security,98,80,87.63,100.1
Canada,Ontario,2025-01-01,Data Privacy & Compliance,Security,101,80,90.39,100.0
Canada,Ontario,2025-02-01,Data Privacy & Compliance,Security,102,81,91.73,100.41
Canada,Ontario,2025-03-01,Data Privacy & Compliance,Security,104,82,93.29,101.65
Canada,Ontario,2025-04-01,Data Privacy & Compliance,Security,106,80,95.16,99.59
Canada,Ontario,2025-05-01,Data Privacy & Compliance,Security,106,80,95.53,99.38
Canada,Ontario,2025-06-01,Data Privacy & Compliance,Security,107,80,96.35,99.38
Canada,Ontario,2025-07-01,Data Privacy & Compliance,Security,108,81,96.72,100.93
Canada,Ontario,2025-08-01,Data Privacy & Compliance,Security,111,79,99.33,98.87
Canada,Ontario,2025-09-01,Data Privacy & Compliance,Security,111,80,100.0,100.0
Canada,Ontario,2023-10-01,MLOps,AI/ML,97,60,70.94,67.41
Canada,Ontario,2023-11-01,MLOps,AI/ML,98,61,72.04,68.34
Canada,Ontario,2023-12-01,MLOps,AI/ML,98,61,71.98,68.8
Canada,Ontario,2024-01-01,MLOps,AI/ML,101,63,73.68,70.94
Canada,Ontario,2024-02-01,MLOps,AI/ML,102,64,74.89,71.49
Canada,Ontario,2024-03-01,MLOps,AI/ML,104,65,76.11,72.61
Canada,Ontario,2024-04-01,MLOps,AI/ML,106,66,77.75,74.0
Canada,Ontario,2024-05-01,MLOps,AI/ML,107,67,78.42,75.49
Canada,Ontario,2024-06-01,MLOps,AI/ML,107,69,78.6,77.53
Canada,Ontario,2024-07-01,MLOps,AI/ML,110,69,80.79,77.9
Canada,Ontario,2024-08-01,MLOps,AI/ML,112,70,82.37,78.46
Canada,Ontario,2024-09-01,MLOps,AI/ML,115,72,84.56,80.59
Canada,Ontario,2024-10-01,MLOps,AI/ML,117,74,85.65,82.92
Canada,Ontario,2024-11-01,MLOps,AI/ML,118,75,86.63,83.84
Canada,Ontario,2024-12-01,MLOps,AI/ML,119,76,87.48,85.24
Canada,Ontario,2025-01-01,MLOps,AI/ML,121,78,88.57,86.91
Canada,Ontario,2025-02-01,MLOps,AI/ML,122,80,89.42,89.14
Canada,Ontario,2025-03-01,MLOps,AI/ML,125,81,91.67,90.34
Canada,Ontario,2025-04-01,MLOps,AI/ML,125,83,91.85,92.57
Canada,Ontario,2025-05-01,MLOps,AI/ML,129,84,94.22,94.15
Canada,Ontario,2025-06-01,MLOps,AI/ML,129,86,94.59,96.1
Canada,Ontario,2025-07-01,MLOps,AI/ML,133,86,97.33,96.29
Canada,Ontario,2025-08-01,MLOps,AI/ML,136,87,99.21,97.77
Canada,Ontario,2025-09-01,MLOps,AI/ML,137,89,100.0,100.0
Canada,Ontario,2023-10-01,LLM Ops,AI/ML,58,30,64.73,60.23
Canada,Ontario,2023-11-01,LLM Ops,AI/ML,58,31,65.01,62.03
Canada,Ontario,2023-12-01,LLM Ops,AI/ML,61,32,67.4,63.83
Canada,Ontario,2024-01-01,LLM Ops,AI/ML,61,32,68.05,63.99
Canada,Ontario,2024-02-01,LLM Ops,AI/ML,61,32,68.42,64.16
Canada,Ontario,2024-03-01,LLM Ops,AI/ML,64,33,71.18,65.63
Canada,Ontario,2024-04-01,LLM Ops,AI/ML,65,33,71.82,66.28
Canada,Ontario,2024-05-01,LLM Ops,AI/ML,65,34,72.47,67.76
Canada,Ontario,2024-06-01,LLM Ops,AI/ML,66,36,72.93,70.87
Canada,Ontario,2024-07-01,LLM Ops,AI/ML,66,36,73.85,72.01
Canada,Ontario,2024-08-01,LLM Ops,AI/ML,68,38,75.6,75.12
Canada,Ontario,2024-09-01,LLM Ops,AI/ML,70,39,78.27,76.6
Canada,Ontario,2024-10-01,LLM Ops,AI/ML,72,40,80.11,78.72
Canada,Ontario,2024-11-01,LLM Ops,AI/ML,74,41,82.23,81.01
Canada,Ontario,2024-12-01,LLM Ops,AI/ML,75,41,83.15,82.16
Canada,Ontario,2025-01-01,LLM Ops,AI/ML,76,42,84.99,83.31
Canada,Ontario,2025-02-01,LLM Ops,AI/ML,79,43,87.85,85.43
Canada,Ontario,2025-03-01,LLM Ops,AI/ML,80,44,88.86,87.4
Canada,Ontario,2025-04-01,LLM Ops,AI/ML,81,45,90.24,89.53
Canada,Ontario,2025-05-01,LLM Ops,AI/ML,84,46,92.91,90.67
Canada,Ontario,2025-06-01,LLM Ops,AI/ML,84,47,93.28,93.29
Canada,Ontario,2025-07-01,LLM Ops,AI/ML,86,48,95.03,95.91
Canada,Ontario,2025-08-01,LLM Ops,AI/ML,88,50,97.33,98.2
Canada,Ontario,2025-09-01,LLM Ops,AI/ML,90,50,100.0,100.0
Canada,Ontario,2023-10-01,Data Governance,Data,99,82,79.27,79.41
Canada,Ontario,2023-11-01,Data Governance,Data,100,82,79.87,79.41
Canada,Ontario,2023-12-01,Data Governance,Data,99,83,79.47,80.61
Canada,Ontario,2024-01-01,Data Governance,Data,101,82,80.53,79.57
Canada,Ontario,2024-02-01,Data Governance,Data,100,83,80.13,80.53
Canada,Ontario,2024-03-01,Data Governance,Data,102,83,81.66,80.61
Canada,Ontario,2024-04-01,Data Governance,Data,102,83,82.06,80.05
Canada,Ontario,2024-05-01,Data Governance,Data,106,84,84.85,81.17
Canada,Ontario,2024-06-01,Data Governance,Data,108,85,86.25,82.45
Canada,Ontario,2024-07-01,Data Governance,Data,109,87,87.64,83.73
Canada,Ontario,2024-08-01,Data Governance,Data,110,88,87.97,85.1
Canada,Ontario,2024-09-01,Data Governance,Data,111,90,88.7,87.02
Canada,Ontario,2024-10-01,Data Governance,Data,111,90,88.7,87.34
Canada,Ontario,2024-11-01,Data Governance,Data,112,92,89.9,89.26
Canada,Ontario,2024-12-01,Data Governance,Data,113,93,90.7,89.42
Canada,Ontario,2025-01-01,Data Governance,Data,114,93,91.23,89.74
Canada,Ontario,2025-02-01,Data Governance,Data,117,95,93.55,91.35
Canada,Ontario,2025-03-01,Data Governance,Data,119,96,95.35,92.39
Canada,Ontario,2025-04-01,Data Governance,Data,119,98,95.55,94.23
Canada,Ontario,2025-05-01,Data Governance,Data,122,99,97.67,95.59
Canada,Ontario,2025-06-01,Data Governance,Data,123,101,98.34,97.36
Canada,Ontario,2025-07-01,Data Governance,Data,123,102,98.74,98.88
Canada,Ontario,2025-08-01,Data Governance,Data,123,102,98.8,98.88
Canada,Ontario,2025-09-01,Data Governance,Data,125,104,100.0,100.0
Canada,Ontario,2023-10-01,DevOps,Technology,151,111,83.36,79.04
Canada,Ontario,2023-11-01,DevOps,Technology,155,112,85.79,79.57
Canada,Ontario,2023-12-01,DevOps,Technology,157,112,86.47,79.34
Canada,Ontario,2024-01-01,DevOps,Technology,155,110,85.47,78.51
Canada,Ontario,2024-02-01,DevOps,Technology,157,110,86.57,78.22
Canada,Ontario,2024-03-01,DevOps,Technology,160,113,88.31,80.22
Canada,Ontario,2024-04-01,DevOps,Technology,161,116,88.77,82.47
Canada,Ontario,2024-05-01,DevOps,Technology,163,118,89.68,84.24
Canada,Ontario,2024-06-01,DevOps,Technology,163,121,90.19,85.89
Canada,Ontario,2024-07-01,DevOps,Technology,163,123,90.05,87.25
Canada,Ontario,2024-08-01,DevOps,Technology,164,124,90.33,87.96
Canada,Ontario,2024-09-01,DevOps,Technology,166,125,91.61,88.96
Canada,Ontario,2024-10-01,DevOps,Technology,167,127,92.25,90.44
Canada,Ontario,2024-11-01,DevOps,Technology,170,127,93.72,90.08
Canada,Ontario,2024-12-01,DevOps,Technology,172,129,94.96,91.56
Canada,Ontario,2025-01-01,DevOps,Technology,172,131,95.0,92.8
Canada,Ontario,2025-02-01,DevOps,Technology,171,134,94.54,94.98
Canada,Ontario,2025-03-01,DevOps,Technology,172,135,95.09,95.81
Canada,Ontario,2025-04-01,DevOps,Technology,176,136,96.93,96.58
Canada,Ontario,2025-05-01,DevOps,Technology,178,136,98.26,96.58
Canada,Ontario,2025-06-01,DevOps,Technology,179,135,98.53,96.28
Canada,Ontario,2025-07-01,DevOps,Technology,180,138,99.13,98.11
Canada,Ontario,2025-08-01,DevOps,Technology,182,140,100.14,99.82
Canada,Ontario,2025-09-01,DevOps,Technology,181,141,100.0,100.0
Canada,Ontario,2023-10-01,Business Analysis,Business,224,235,89.17,99.16
Canada,Ontario,2023-11-01,Business Analysis,Business,224,238,89.04,100.25
Canada,Ontario,2023-12-01,Business Analysis,Business,225,239,89.67,100.7
Canada,Ontario,2024-01-01,Business Analysis,Business,227,240,90.53,101.02
Canada,Ontario,2024-02-01,Business Analysis,Business,228,244,90.79,102.87
Canada,Ontario,2024-03-01,Business Analysis,Business,227,246,90.56,103.57
Canada,Ontario,2024-04-01,Business Analysis,Business,232,247,92.35,104.17
Canada,Ontario,2024-05-01,Business Analysis,Business,234,247,93.31,104.03
Canada,Ontario,2024-06-01,Business Analysis,Business,240,243,95.43,102.17
Canada,Ontario,2024-07-01,Business Analysis,Business,238,241,94.7,101.58
Canada,Ontario,2024-08-01,Business Analysis,Business,242,243,96.52,102.45
Canada,Ontario,2024-09-01,Business Analysis,Business,243,241,96.59,101.61
Canada,Ontario,2024-10-01,Business Analysis,Business,244,243,97.25,102.24
Canada,Ontario,2024-11-01,Business Analysis,Business,243,240,96.92,101.16
Canada,Ontario,2024-12-01,Business Analysis,Business,242,242,96.22,101.86
